attention_mask,input_ids,token_type_ids
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2523, 3300, 2692, 2590, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1372, 4692, 749, 671, 702, 3125, 752, 2218, 4989, 1174, 1599, 3614, 2124, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 784, 7938, 2798, 3221, 4696, 3633, 4638, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 679, 4761, 2792, 756, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6432, 3221, 3472, 4413, 8024, 6631, 6632, 3472, 4413, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 671, 1963, 3188, 2518, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4294, 1166, 1599, 3614, 8024, 1107, 7474, 1348, 1780, 2487, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 679, 1377, 1908, 1169, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3680, 702, 782, 6963, 3300, 4997, 2399, 3680, 702, 782, 6963, 3300, 3217, 1921, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5125, 5401, 4638, 4514, 7481, 8024, 5042, 4764, 4638, 3125, 752, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 151, 9161, 8606, 11359, 8977, 8415, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2523, 1225, 2562, 102]","[0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2923, 3300, 2692, 2590, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1126, 702, 3299, 722, 1184, 4692, 4638, 671, 6956, 4510, 2512, 8024, 4385, 1762, 1762, 2110, 1395, 800, 8024, 4960, 4197, 2682, 1168, 749, 4510, 2512, 704, 4638, 7262, 1928, 100, 100, 671, 2828, 1395, 800, 1921, 3889, 8024, 3187, 3683, 5632, 4507, 1765, 775, 1358, 4708, 7509, 727, 1469, 4263, 2658, 511, 6006, 4197, 679, 3221, 1073, 1798, 4638, 6205, 6956, 2512, 4275, 8024, 852, 5554, 3862, 704, 4638, 2512, 1510, 2600, 3221, 4895, 679, 2458, 1920, 6205, 6956, 4638, 1469, 3918, 6916, 511, 1372, 5543, 6432, 5632, 2346, 3221, 702, 6205, 6956, 2971, 511, 6820, 3300, 1398, 3416, 6614, 4638, 3221, 4638, 6134, 4028, 8024, 2809, 4708, 4708, 2400, 4556, 4312, 4708, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2528, 1046, 4385, 1762, 3221, 4162, 4275, 722, 4374, 671, 6956, 3683, 671, 6956, 4162, 6820, 3221, 1343, 2864, 3636, 899, 1962, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5283, 3815, 872, 1377, 5543, 6820, 4692, 679, 3209, 4635, 1450, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4692, 2130, 749, 8024, 5042, 4684, 679, 1916, 4692, 1557, 100, 100, 100, 100, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4638, 1724, 2108, 8024, 1282, 673, 2259, 4638, 3617, 3307, 680, 5632, 2769, 2968, 5164, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1333, 3341, 3221, 5436, 2864, 185, 4638, 517, 6631, 2130, 5401, 518, 8024, 1045, 4692, 2458, 1928, 2218, 6230, 2533, 679, 1377, 5543, 6631, 6632, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6612, 7770, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 9959, 102]","[0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1536, 100, 100, 831, 6996, 1521, 100, 100, 100, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1995, 2475, 4638, 2697, 2658, 8024, 2157, 782, 4685, 1905, 4638, 4514, 7481, 8024, 2523, 808, 782, 2697, 6239, 8024, 6006, 6432, 3221, 1220, 4035, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 7439, 6821, 7674, 3625, 5314, 2769, 4638, 3221, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4692, 6814, 2523, 1599, 3614, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6821, 671, 7578, 3215, 5314, 2769, 6860, 1343, 4638, 6825, 2207, 1724, 6963, 3187, 3791, 6820, 1333, 4638, 2207, 3198, 807, 4510, 6228, 1196, 976, 679, 1168, 4510, 2512, 738, 976, 679, 1168, 738, 6387, 3300, 671, 1921, 5543, 1235, 3698, 1908, 739, 6929, 3315, 1400, 2157, 671, 1366, 3698, 4692, 2130, 4638, 3198, 807, 7027, 1928, 3300, 2769, 4263, 4638, 6929, 3198, 952, 4638, 677, 3862, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1963, 3362, 1377, 809, 1469, 2512, 7368, 1398, 3635, 8024, 1762, 4510, 6228, 677, 738, 1377, 809, 4692, 8024, 1914, 1962, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2769, 671, 2137, 833, 4692, 4638, 511, 511, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4385, 1762, 4638, 4374, 3253, 7370, 749, 6375, 782, 948, 5517, 1366, 511, 511, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2496, 1159, 5314, 124, 7578, 3215, 1377, 809, 4415, 6237, 8024, 2496, 4692, 2130, 5018, 1063, 6956, 4638, 3198, 952, 2769, 2218, 3362, 3171, 126, 7578, 3215, 749, 511, 511, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2523, 3780, 2689, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 118, 118, 102]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 671, 3667, 1737, 2663, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4514, 7481, 1905, 4415, 2533, 1922, 3472, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3187, 5464, 3187, 1158, 2692, 1059, 3221, 3563, 820, 4218, 2658, 679, 1168, 855, 4220, 679, 1377, 4263, 2207, 2111, 8020, 2405, 1036, 1736, 8021, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6139, 100, 100, 102]","[0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 119, 102]","[0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2769, 4638, 3297, 4263, 2347, 5307, 3221, 3187, 4542, 8024, 3297, 1400, 2233, 4197, 1469, 749, 5445, 679, 3221, 1469, 1300, 1894, 1511, 8024, 1962, 1914, 6375, 782, 2552, 7000, 4638, 5301, 5688, 8024, 4692, 1168, 4294, 2692, 4522, 678, 3341, 8024, 4692, 4708, 1762, 6929, 7027, 2823, 6983, 1600, 4638, 5010, 2159, 8024, 1071, 2141, 1961, 6820, 3221, 4263, 800, 4638, 1416, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3121, 5356, 749, 1920, 7030, 1196, 2658, 8024, 5307, 1073, 4638, 2207, 2501, 6496, 738, 3766, 3300, 1139, 4385, 8024, 827, 2458, 2552, 162, 142, 162, 8024, 948, 3221, 2512, 4275, 704, 6235, 5682, 4638, 3302, 7652, 6963, 2523, 1290, 714, 8024, 4294, 3126, 738, 2523, 5401, 714, 8024, 852, 4696, 4638, 2523, 679, 1599, 3614, 8024, 2347, 5307, 679, 3221, 5042, 1296, 4638, 671, 1368, 100, 100, 3673, 4997, 2399, 100, 100, 2218, 5543, 2501, 2159, 1139, 2124, 4638, 4162, 749, 511, 511, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 740, 3333, 7509, 727, 671, 4684, 3221, 2769, 6230, 2533, 5543, 1762, 818, 862, 3198, 952, 845, 7390, 2340, 1381, 4638, 511, 671, 2828, 1395, 800, 8024, 671, 1199, 1282, 6639, 4638, 1624, 7509, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1403, 759, 4415, 1435, 1403, 172, 172, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1599, 3614, 1599, 3614, 1599, 3614, 6821, 3416, 4638, 5688, 1941, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6856, 3647, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2769, 2682, 1963, 3362, 2769, 738, 3300, 6929, 763, 7178, 6929, 720, 6206, 794, 1525, 7027, 2458, 1993, 2769, 4638, 3180, 6121, 2772, 5442, 2772, 5442, 6206, 2582, 720, 3416, 1343, 6821, 702, 3180, 6121, 4638, 2824, 6437, 1450, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4511, 712, 6235, 2358, 3647, 749, 3625, 738, 2523, 1962, 1420, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 126, 7578, 8024, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1922, 4764, 749, 106, 106, 106, 5445, 684, 711, 784, 720, 1372, 3300, 1724, 7415, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1184, 868, 712, 6206, 6820, 3221, 1402, 3553, 4638, 511, 6821, 868, 679, 6121, 749, 8024, 3553, 4157, 1922, 1914, 8024, 1402, 679, 6814, 3341, 749, 8024, 7032, 1061, 510, 3763, 4013, 2207, 2094, 510, 5023, 3189, 1196, 510, 5290, 5290, 704, 3366, 172, 172, 172, 1369, 1912, 8024, 6821, 6573, 679, 3221, 2207, 136, 833, 1139, 4510, 2512, 4276, 136, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2769, 738, 3341, 1122, 702, 4178, 7317, 1416, 4692, 6814, 784, 720, 711, 749, 2146, 837, 976, 2533, 4510, 6228, 4275, 1036, 2218, 6230, 4708, 6821, 2376, 2207, 2111, 1036, 5318, 1880, 3221, 7553, 5277, 2168, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6230, 2533, 4692, 4638, 3221, 7329, 1200, 4276, 4638, 8024, 1348, 1343, 678, 749, 3313, 1160, 1121, 4638, 4692, 8024, 1638, 172, 2769, 6206, 3221, 1957, 712, 2769, 2218, 6656, 106, 758, 3215, 1059, 5314, 4638, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 712, 4028, 1217, 677, 3300, 4157, 7509, 727, 1196, 1469, 4035, 4514, 1469, 2647, 4542, 1196, 4638, 2697, 6230, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3297, 1599, 3614, 4638, 4510, 6228, 1196, 722, 671, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 7770, 4906, 2825, 511, 1916, 7946, 5682, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2769, 3221, 3341, 4692, 1290, 4670, 7561, 4638, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1599, 3614, 6821, 3416, 3418, 2945, 4696, 2141, 752, 816, 3121, 5356, 4638, 7946, 2376, 2512, 4275, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 784, 720, 7787, 100, 100, 2218, 3221, 671, 3187, 5464, 4638, 3837, 3717, 6572, 8024, 6825, 4510, 2512, 6963, 679, 5543, 5050, 1416, 100, 100, 1546, 671, 4638, 4692, 4157, 679, 2218, 3221, 5687, 4377, 6820, 5314, 6929, 720, 2208, 2767, 819, 7262, 1928, 100, 100, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4997, 2399, 4638, 2163, 2174, 2218, 3221, 4500, 2124, 3341, 4638, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 671, 6956, 2523, 4696, 2141, 3918, 3756, 4638, 4510, 2512, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6820, 6121, 1416, 8024, 1392, 4905, 3341, 1741, 6225, 678, 1416, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
